iteration,exploitability_for_100_FSP
7,5.004073632008748
14,5.150036570859057
21,5.031221198774008
28,5.036983239026065
35,4.942804766089397
49,4.8010279135230975
63,4.916924448802584
77,4.939348342121056
98,4.855461583183301
119,4.716148935232819
154,4.533831296707107
196,4.328250850981352
245,4.096848327047001
315,3.94714493090903
392,3.5801419791710574
497,3.3972865121960187
630,3.1384053441700512
791,2.841320008928176
994,2.591849137847234
1253,2.4033668627605373
1582,2.2870086314973768
1995,2.0737216451999005
2506,1.854870052945007
3157,1.6756580499205707
3976,1.5313181692139026
5005,1.3780090271573007
6307,1.1810468006500145
7938,1.0642072622035854
9996,0.9395160860210023
12586,0.9064176265518429
15848,0.924133438877424
19950,0.9462817280243707
25116,0.9049706690462478
31619,0.8472624379414544
39809,0.8400166788868019
50113,0.776172635994905
63091,0.6734580185060981
79429,0.5720934782432235
99995,0.505746434693795
125888,0.4645982898415811
158487,0.4168771288773056
199521,0.38254501383165196
251188,0.3505706215437618
316225,0.34335947393225147
398104,0.3377561344316384
501186,0.31822174721308993
630952,0.3040792143251171
794325,0.291051660110278
999999,0.28576622788582645
