iteration,exploitability_for_10_FSP
7,4.967950263631689
14,5.0803694862397135
21,4.925315072016461
28,4.999264497063614
35,5.072388633026838
49,5.097416931905866
63,5.059485757458847
77,4.893493015367799
98,4.772263515589284
119,4.6505569021324815
154,4.488747763328049
196,4.371034541154054
245,4.240462791561336
315,4.085257972323216
392,3.775581659267773
497,3.516126322406921
630,3.2884032110219716
791,3.104062904641774
994,2.8115899764074084
1253,2.544782661032517
1582,2.284071534777692
1995,2.02084807113933
2506,1.8149585442855554
3157,1.5931291107654688
3976,1.4463305708719982
5005,1.3204487410329284
6307,1.1456454501835531
7938,1.003475595571111
9996,0.8908204959127878
12586,0.7819031950128871
15848,0.726995748602167
19950,0.712727354938726
25116,0.7029899644452124
31619,0.6827598213533057
39809,0.70096662063121
50113,0.7125174981018287
63091,0.6737582522700598
79429,0.6205622858295751
99995,0.575696913602111
125888,0.5193365709156353
158487,0.46896972703946105
199521,0.410205994422163
251188,0.37419712514828873
316225,0.3566930908481719
398104,0.35830946379629974
501186,0.35554699383340516
630952,0.3584640797838008
794325,0.36353640318857033
999999,0.36125449451144176
