iteration,exploitability_for_100_dqn
1,5.315958139126547
2,5.315958139126547
3,5.315958139126547
5,5.315958139126547
6,5.315958139126547
7,5.315958139126547
10,5.315958139126547
12,5.315958139126547
15,5.315958139126547
19,5.315958139126547
25,5.255017811990366
31,5.255017811990366
39,5.255017811990366
50,5.195167293337681
63,5.195167293337681
79,5.135822356597035
100,5.077282977768222
125,5.019778818802617
158,4.908716258529057
199,4.855262602107094
251,4.71161100568542
316,4.590233184795819
398,4.471862345914671
501,4.306388357980021
630,4.166613790495562
794,4.04394117086091
1000,3.9231874228272297
1258,3.696130789346096
1584,3.3268530515983863
1995,2.6690203057472446
2511,1.8104997090037096
3162,1.3048264009780488
3981,0.9972108200352525
5011,0.9029825694900894
6309,0.765767840708058
7943,0.6761994322996391
10000,0.6918837106845073
12589,0.7673525294870625
15848,0.7126242517936192
19952,0.7974940838616329
25118,0.8627959734607544
31622,1.0831502311237522
39810,0.9862800861245018
50118,0.982114808436022
63095,0.7334235074221084
79432,0.5921540784471541
100000,0.4601402465790423
125892,0.32731326161273516
158489,0.2666408933140531
199526,0.20158110700321064
251188,0.20934845087007672
316227,0.1389482425199125
398107,0.12638099262165758
501187,0.11677301316160554
630957,0.1075261454210581
794328,0.09996947118781047
1000000,0.0987914907084953
