iteration,exploitability_for_42_dqn
1,4.9135128750169015
2,4.9135128750169015
3,4.9135128750169015
5,4.9135128750169015
6,4.9135128750169015
7,4.9135128750169015
10,4.9135128750169015
12,4.9135128750169015
15,4.9135128750169015
19,4.9135128750169015
25,4.862463408797179
31,4.862463408797179
39,4.862463408797179
50,4.814084984602111
63,4.814084984602111
79,4.767490892249871
100,4.722486096474686
125,4.678189388832668
158,4.638733140431798
199,4.559392445576695
251,4.442470498010387
316,4.329325146061923
398,4.221547589803423
501,4.073476707181362
630,3.951689994647095
794,3.837355519196661
1000,3.743288422627543
1258,3.5539221807008103
1584,3.0987716652810957
1995,2.3643987721751754
2511,1.7372071720600346
3162,1.376055884523647
3981,1.1938716105619638
5011,0.9237277683385199
6309,0.7157730195214322
7943,0.7148054484612492
10000,0.7552462185392328
12589,0.8167553053521652
15848,0.8551726173055199
19952,0.8116520767435874
25118,0.9244021589085026
31622,1.1517001168833543
39810,0.8589075969336952
50118,0.7872143122540001
63095,0.7143817852055203
79432,0.4709468125660077
100000,0.34565046574348557
125892,0.2935063271414884
158489,0.2598128591628307
199526,0.24289700646253987
251188,0.18259186061456634
316227,0.14130587288661528
398107,0.1514107725828826
501187,0.10526467359771477
630957,0.1043665559582268
794328,0.09161046827006664
1000000,0.09120767749474717
