iteration,exploitability_for_42_sql
0,4.9135128750169015
20,4.859166071427911
40,4.838541513527876
60,4.8307763942180095
100,4.823444083884809
120,4.81621018116946
140,4.806433989492672
180,4.7935743549652
240,4.778830907594076
300,4.770709985572324
380,4.776863808313463
500,4.750149896629867
620,4.688577371108263
780,4.431164457917213
1000,3.9265432821039665
1240,3.165473169386688
1580,2.318156936131931
1980,1.6189160833095901
2500,1.250877956568584
3160,1.0248871709206568
3980,0.9074975005241084
5000,0.835627930853866
6300,0.760173841670643
7940,0.7569758206735027
10000,0.74845070690658
12580,0.8139588841904036
15840,1.1608642415911417
19940,0.9505698962320808
25100,1.0548576826922087
31620,0.927701988414267
39800,0.7675911246050011
50100,0.628500002939745
63080,0.5063366723719652
79420,0.3818853224956554
100000,0.3051657093229415
125880,0.2675866764119789
158480,0.18226643074892043
199520,0.20144403907607236
251180,0.17375186709401055
316220,0.171104785047845
398100,0.13535665367603883
501180,0.10852554100081638
630940,0.11775625400483739
794320,0.09949221860319554
1000000,0.0875633393466526
