iteration,exploitability_for_100_sql
0,5.315958139126547
20,5.26771552283904
40,5.2395365561018865
60,5.2375692444312705
100,5.2870143258798254
120,5.3220013297104565
140,5.357112126062954
180,5.422119062094169
240,5.478220596117776
300,5.479795324825997
380,5.347157249202348
500,5.05761128076973
620,4.78335955760027
780,4.441615222771356
1000,3.8497011570051693
1240,3.182280047784289
1580,2.4031658946456256
1980,1.7653811293896908
2500,1.4537770705158346
3160,1.2345470934530787
3980,1.0515103594144084
5000,0.9590040853090764
6300,0.8272628114656823
7940,0.7207711224532412
10000,0.6734667550184515
12580,0.7003048410312421
15840,0.7541907986867381
19940,0.9474003077972042
25100,1.3200985577443753
31620,1.2523522609883786
39800,0.9881420027101333
50100,0.8069575413064498
63080,0.5759510493180655
79420,0.46003093947195206
100000,0.40116514813981546
125880,0.27489717348288856
158480,0.26548295309139464
199520,0.23296221004434559
251180,0.1763376689603683
316220,0.2206134328917709
398100,0.16618245505420642
501180,0.12368218176311135
630940,0.11218817704420053
794320,0.09925390173872575
1000000,0.08358272237384184
