iteration,exploitability_for_1_dqn
1,5.022117576928349
2,5.022117576928349
3,5.022117576928349
5,5.022117576928349
6,5.022117576928349
7,5.022117576928349
10,5.022117576928349
12,5.022117576928349
15,5.022117576928349
19,5.022117576928349
25,4.997159078197758
31,4.997159078197758
39,4.997159078197758
50,4.962245454272584
63,4.962245454272584
79,4.920441164515617
100,4.8772398054365205
125,4.832264776037064
158,4.786993862486356
199,4.69516546418956
251,4.578634221902778
316,4.473154140755367
398,4.365163262453477
501,4.2241612088490506
630,4.102686977383897
794,4.00587040921675
1000,3.846943779043401
1258,3.4211798389178365
1584,2.65782913541634
1995,1.886824932142783
2511,1.374096980528288
3162,1.1744868520002725
3981,0.9807403169422577
5011,0.8125308231112667
6309,0.697760959414603
7943,0.6106046350020864
10000,0.6398383545039783
12589,0.6790489998310711
15848,0.6591530856390211
19952,0.7893914816863568
25118,1.116262647067411
31622,0.8775976434510678
39810,0.7408042160175372
50118,0.6483671672393648
63095,0.5458666062785023
79432,0.40044932081582796
100000,0.35283987806316597
125892,0.301560843018001
158489,0.2494270181787738
199526,0.16727601135516268
251188,0.19492268229332776
316227,0.1583556440662603
398107,0.1361457321833867
501187,0.11247450980157316
630957,0.097167194373729
794328,0.10224164516146246
1000000,0.08213192164776825
