iteration,exploitability_for_100_sql
0,4.762744857406833
28,4.669280558773189
56,4.566102886104764
84,4.467313906051446
112,4.371210454343835
140,4.276760304965384
196,4.103465519004052
224,4.03603775562016
308,3.9017889672095274
392,3.819120984502298
476,3.7820074073019505
616,3.8242133350125815
784,3.911940666361682
980,4.081219568621118
1232,4.3131946686098575
1568,4.443513936985106
1988,4.497771888966778
2492,4.514399310964684
3136,4.475402589077059
3976,4.233555546804795
4984,4.202616740389047
6300,3.938300129316838
7924,3.772957500339583
9996,3.433326902305822
12572,2.927368066130758
15848,2.3387095569549743
19936,2.0021883997666663
25116,1.6854388645999467
31612,1.5736186562878427
39788,1.4550407558915595
50092,1.4513047013146914
63084,1.350561344170706
79408,1.3161401192483475
99988,1.389063588872114
125888,1.450812508868724
158480,1.6054100327558405
199500,1.7855581303614523
251188,1.5418271469277438
316204,1.5626447547541513
398104,1.3278038820632503
501172,1.3021337210716917
630952,1.2018981555267128
794304,1.1233517497455079
999992,1.1767897934429807
