iteration,exploitability_for_10_sql
0,4.744478672651642
28,4.756116893893077
56,4.711705575942526
84,4.633008517007366
112,4.540203676427613
140,4.449965323934686
196,4.266500007513845
224,4.177696088902762
308,3.9601241883009273
392,3.8141436413456224
476,3.738587662840154
616,3.748535392455585
784,3.7980838642754504
980,3.9143942413005073
1232,4.01993942578782
1568,4.183582631953984
1988,4.224542427488987
2492,4.303100905039216
3136,4.2983178812654605
3976,4.197224182305796
4984,4.18067804322666
6300,3.9341786613554826
7924,3.632083856326891
9996,3.464889029700224
12572,3.022691774813996
15848,2.5451818460778135
19936,2.169485864432813
25116,1.9924448879949428
31612,1.8032524985275413
39788,1.7135729145775522
50092,1.6305442964924282
63084,1.442415948226441
79408,1.3989457965335987
99988,1.2051512181099224
125888,1.0432906851475463
158480,1.0600749749488925
199500,0.9665970134086377
251188,1.221846104357883
316204,1.2546885228672402
398104,1.2317407464158574
501172,1.3446869474056966
630952,1.0036061309614
794304,0.8660754480445224
999992,0.829604065991927
