iteration,exploitability_for_100_sql
0,5.3133435440884735
28,5.380855823476513
56,5.3310632891754395
84,5.236657060854978
112,5.128690758836467
140,5.019843613922433
196,4.819304477884829
224,4.729317276048016
308,4.523574455168376
392,4.404856522937589
476,4.316853470151183
616,4.216095189101352
784,4.16500193605671
980,4.2182321170099835
1232,4.287516141352065
1568,4.203928784606075
1988,4.306087715640336
2492,4.303953315779418
3136,4.073697395682461
3976,3.8610110754662967
4984,3.7394764435302656
6300,3.498710530310407
7924,3.28470638042392
9996,2.926556946532844
12572,2.502527586498566
15848,2.2809323150761953
19936,1.939170725171513
25116,1.7692215289050868
31612,1.629588910188967
39788,1.551384301320538
50092,1.4888520962700986
63084,1.4392521416686228
79408,1.362237397107483
99988,1.305898713138989
125888,1.2524192646589078
158480,1.182774312382779
199500,1.327704163065293
251188,1.3151658779698572
316204,1.4143851187863248
398104,1.212840337232382
501172,0.9599071496557666
630952,0.9430343544232576
794304,0.9745875202543876
999992,0.8340811200753089
