iteration,exploitability_for_10_sql
0,4.6089704297352085
28,4.602782111365407
56,4.572267586235466
84,4.517058963258085
112,4.442996130039421
140,4.363743481840006
196,4.205086097506789
224,4.134255339762996
308,3.97273369275087
392,3.885411578174394
476,3.8712928673041316
616,3.883945504142387
784,3.9484945016007433
980,4.104363637085794
1232,4.2715201423596145
1568,4.300701812033054
1988,4.408363304170929
2492,4.409667709213234
3136,4.418429169826944
3976,4.336809828655784
4984,4.2867024928267305
6300,4.105094235034704
7924,3.785974160646928
9996,3.52374824797347
12572,3.086769819170245
15848,2.614638570008513
19936,2.163355289111606
25116,1.8867967770694194
31612,1.7553784195441926
39788,1.6912123822868292
50092,1.6275786086739925
63084,1.6049420329291701
79408,1.5962665499600115
99988,1.5966860056408052
125888,1.409899544528185
158480,1.3805961129096715
199500,1.2606196420518339
251188,1.3012004574618121
316204,1.1787211773484785
398104,1.39873492660734
501172,1.1051400267164864
630952,1.248393934633612
794304,1.170460410872511
999992,0.9046091704820893
