iteration,exploitability_for_10_dqn
1,0.9353553895734745
2,0.9353553895734745
3,0.9353553895734745
5,0.9353553895734745
6,0.9353553895734745
7,0.9353553895734745
10,0.9353553895734745
12,0.9353553895734745
15,0.9353553895734745
19,0.9353553895734745
25,0.9353553895734745
31,0.9353553895734745
39,0.9353553895734745
50,0.9353553895734745
63,0.9228490086034746
79,0.9228490086034746
100,0.9228490086034746
125,0.9107317785526206
158,0.9107317785526206
199,0.8987461131209795
251,0.8873435129365166
316,0.8762122020117359
398,0.85443311224806
501,0.8438215094339215
630,0.8128297926605037
794,0.7834846093874219
1000,0.7557404603285061
1258,0.7127019618040578
1584,0.6714364988944972
1995,0.644081550745291
2511,0.6164639278204156
3162,0.5727806423545967
3981,0.48711735218806673
5011,0.365047373490874
6309,0.2536177910299351
7943,0.27985343241550964
10000,0.28540993468995574
12589,0.28832567983290996
15848,0.27457256186785584
19952,0.29107165922001643
25118,0.3072014094882898
31622,0.36550390612370787
39810,0.3984948526376201
50118,0.4146755835106921
63095,0.3938068765328142
79432,0.24541336951540904
100000,0.1947765799265978
125892,0.15448241490825756
158489,0.12335714967560088
199526,0.060690071115518635
251188,0.05725779615337939
316227,0.03344364815654868
398107,0.042190461833822135
501187,0.0296445938363252
630957,0.027165413025673546
794328,0.0350609748964974
1000000,0.019641173683391244
