iteration,exploitability_for_42_sql
0,0.892543068041288
40,0.9017380314054677
80,0.9086207029444853
120,0.9133075941888804
160,0.9155818593732163
240,0.9111501146218131
280,0.9052640937913063
360,0.8890349620985649
480,0.8582051144172287
600,0.8245559750068877
760,0.7788410600947391
1000,0.7148491395039673
1240,0.6525706323189102
1560,0.5938621226410017
1960,0.5605386736069171
2480,0.5162894345534532
3160,0.4314746479937786
3960,0.34037414430795465
5000,0.32158752587901657
6280,0.3304877412169388
7920,0.32333666833468955
10000,0.3175803006263003
12560,0.2970199377236097
15840,0.2982433546545742
19920,0.3375377577848956
25080,0.3617532556211517
31600,0.45741034246909507
39800,0.5018215823758081
50080,0.46905396575779984
63080,0.37794472483776037
79400,0.30421989929730775
100000,0.2063765226889769
125880,0.14677129228064417
158480,0.11910313667273387
199520,0.06962649721152331
251160,0.06552197101929513
316200,0.05166970084517247
398080,0.031442170707506545
501160,0.027063101732242273
630920,0.02200117951114905
794320,0.02079649390379426
1000000,0.018887644835039408
