iteration,exploitability_for_42_sql
0,0.892543068041288
40,0.9048690777820085
80,0.9170574777038019
120,0.9293282446519333
160,0.9413924996510414
240,0.962585370676041
280,0.9708781595689124
360,0.9812072152360589
480,0.9841327868521192
600,0.9770112290105093
760,0.9599898340902477
1000,0.9184256248559899
1240,0.8656424955674316
1560,0.7752651588804504
1960,0.6540143909503957
2480,0.49955705282395957
3160,0.4041633598298769
3960,0.36329170908775676
5000,0.3209223890132451
6280,0.3242396013460443
7920,0.30823585645532714
10000,0.30278025388030994
12560,0.2880897937358714
15840,0.3140025592873437
19920,0.3586915618433181
25080,0.42283668862457513
31600,0.5234955314132814
39800,0.528974458383004
50080,0.4054115302773911
63080,0.371582141227552
79400,0.2579874038647361
100000,0.20785318803095315
125880,0.15888565613533595
158480,0.12358404702115061
199520,0.08046740232567293
251160,0.06145924507975273
316200,0.0438988143495955
398080,0.02340340273271352
501160,0.03026763687406453
630920,0.02492429414935432
794320,0.025599894902798487
1000000,0.01943912171624343
