iteration,exploitability_for_100_sql
0,0.8188839689824807
40,0.8216426089005098
80,0.8277405359952538
120,0.835026132178625
160,0.842985532001304
240,0.8567443309661278
280,0.8618755065223388
360,0.8663357977260907
480,0.8612688196688822
600,0.8438235774328787
760,0.8138852340017817
1000,0.7587582239691173
1240,0.6994943369740696
1560,0.6152276089132813
1960,0.5024751442141321
2480,0.41868849005727304
3160,0.31370499544075214
3960,0.26409623806226196
5000,0.2891884730409306
6280,0.2910561907654823
7920,0.29051087555143884
10000,0.276412792569455
12560,0.2656138601737491
15840,0.3010899517018988
19920,0.34979797387601597
25080,0.46379135081448125
31600,0.48735609791887546
39800,0.46023922001615236
50080,0.3501347829827358
63080,0.28061172828691555
79400,0.2125466994159263
100000,0.1611208196195839
125880,0.12508865591570345
158480,0.0703057086018338
199520,0.06587250436213873
251160,0.05584850852809542
316200,0.02652385274212668
398080,0.033867252965610994
501160,0.024963223955080605
630920,0.024580351821561652
794320,0.010260526830579209
1000000,0.016515818286190476
