iteration,exploitability_for_100_dqn
1,0.8188839689824807
2,0.8188839689824807
3,0.8188839689824807
5,0.8188839689824807
6,0.8188839689824807
7,0.8188839689824807
10,0.8188839689824807
12,0.8188839689824807
15,0.8188839689824807
19,0.8188839689824807
25,0.8188839689824807
31,0.8188839689824807
39,0.8188839689824807
50,0.8188839689824807
63,0.8190220439924112
79,0.8190220439924112
100,0.8190220439924112
125,0.815376400681636
158,0.815376400681636
199,0.8096855517575747
251,0.8029151944836338
316,0.7956120091023089
398,0.78803709995764
501,0.7721352463104967
630,0.7480023957737507
794,0.731580302995603
1000,0.6994207536761697
1258,0.6634677696006263
1584,0.6275502428465174
1995,0.5951768822320442
2511,0.5529961186119305
3162,0.48864262842734
3981,0.38139624757447227
5011,0.26373358095530663
6309,0.2769066191558902
7943,0.2871617117273746
10000,0.28451480723788175
12589,0.2828970547365307
15848,0.28491322361466176
19952,0.3030595451964244
25118,0.3527747388258181
31622,0.42861713796726675
39810,0.4932816117479258
50118,0.46571380384903177
63095,0.3390508306784224
79432,0.2807251623379355
100000,0.20391477627996366
125892,0.16717607673993956
158489,0.10276846766091147
199526,0.07410189554148372
251188,0.06232813415648339
316227,0.0493728802656041
398107,0.03897451465534263
501187,0.050000679616517996
630957,0.013811626380521663
794328,0.025306759085167607
1000000,0.02046311843286555
