iteration,exploitability_for_42_FSP
1,0.75
2,0.75
3,0.7499999999999998
5,1.1944444444444444
6,1.222222222222222
7,1.236111111111111
10,0.9416666666666667
12,0.838888888888889
15,0.6678571428571428
19,0.6924603174603172
25,0.6666666666666665
31,0.5448953823953824
39,0.4733134920634922
50,0.3795073877504219
63,0.3118513370687285
79,0.264421846075072
100,0.24551479071602925
125,0.2526192691500663
158,0.2530526772112353
199,0.26880341880341885
251,0.2801590484199784
316,0.2837213103586662
398,0.2664774122101907
501,0.2348648433691262
630,0.20607481845085593
794,0.18501138847367624
1000,0.16485759790240626
1258,0.1825862983609071
1584,0.17329712134059796
1995,0.16496832112101045
2511,0.181136994237673
3162,0.15641177878743004
3981,0.13274427479638412
5011,0.13685708192184748
6309,0.11187645392152218
7943,0.11063562436965715
10000,0.07353972567280223
12589,0.06299609620899418
15848,0.04415573870554182
19952,0.07675439820447927
25118,0.07956345360723194
31622,0.07100457956890965
39810,0.05670204491133363
50118,0.05065511359834676
63095,0.04761235482818996
79432,0.037331843499374934
100000,0.04193636524690875
125892,0.04486111627402453
158489,0.03978147295940937
199526,0.038058550070326935
251188,0.034442506513800764
316227,0.0321195975373548
398107,0.032242796561460896
501187,0.03514437405742027
630957,0.03389210305301549
794328,0.03492481313031226
1000000,0.03304709638558881
