iteration,exploitability_for_42_FSP
1,2.0983796296296298
2,2.157407407407407
3,2.033275462962963
5,2.0923032407407405
6,2.127163249559083
7,2.0572227733686064
10,2.2046875
12,2.1514178240740742
15,2.04947337962963
19,1.9278746220710508
25,1.7282759353741497
31,1.65183204994961
39,1.4983659542731234
50,1.359168269333547
63,1.1192844754155007
79,1.0533540307462568
100,0.9039375657999967
125,0.7689852404503469
158,0.7148516077958554
199,0.6631772742304993
251,0.6083520996682648
316,0.5753820324890676
398,0.5163702748993924
501,0.45241807423611874
630,0.4004244178889525
794,0.35747576608297893
1000,0.42843552580128696
1258,0.48243385451985654
1584,0.41645343147220315
1995,0.38107136082918364
2511,0.34142020527099404
3162,0.30708995296002684
3981,0.26580615368776467
5011,0.24459699300813376
6309,0.20962093878984125
7943,0.20550352171827108
10000,0.17710937377866662
12589,0.15512224914350442
15848,0.13236845096228939
19952,0.12819744909541386
25118,0.10896653883034726
31622,0.09416219201693637
39810,0.09668918654589909
50118,0.10265872559428935
63095,0.10959241123763568
79432,0.12018709732634479
100000,0.10949795314833852
125892,0.09303505103154316
158489,0.08337456147005232
199526,0.08237481877490804
251188,0.08691510883745075
316227,0.08698496265777154
398107,0.08591065081012039
501187,0.08227555334019465
630957,0.07826805543458137
794328,0.07608107793293924
1000000,0.07204231700221866
