iteration,exploitability_for_1_FSP
5,1.99266975308642
10,2.064718364197531
15,2.15600887345679
25,2.352864583333333
30,2.1812789351851847
35,2.2300347222222223
50,1.956365740740741
60,1.914473104056437
75,1.7418518518518518
100,1.5899305555555554
125,1.4987131734006733
155,1.3800266804954306
195,1.2510502783289241
250,1.2291737575435102
315,1.0979895755919007
395,1.0029400197647846
500,0.9332245337650094
630,0.8508396709258642
790,0.8021077898437134
1000,0.7424753789965288
1255,0.6658468385887434
1580,0.6154858871020052
1995,0.5169613179326882
2510,0.44788687958264933
3160,0.40994051591687
3980,0.3541811965921102
5010,0.3098656514458823
6305,0.2966680372329178
7940,0.3896574172106212
10000,0.41925608286493676
12585,0.4262283168587946
15845,0.43899083232130953
19950,0.36340709809281574
25115,0.28699477451064764
31620,0.24222131452167808
39810,0.1869564876509175
50115,0.19188694080810526
63095,0.20489157640737232
79430,0.226295224855006
100000,0.25064151396410983
125890,0.23446124009333563
158485,0.2068890925717164
199525,0.18276584233247314
251185,0.1525895322963431
316225,0.144621881968246
398105,0.13712338509067606
501185,0.14557740667254992
630955,0.15670689208148297
794325,0.16536000523519717
1000000,0.1603594881845941
