iteration,exploitability_for_10_chance_sampling_CFR
1,2.0625
2,1.9361979166666665
3,1.9895833333333335
5,1.913411458333333
6,1.6651475694444444
7,1.593460648148148
10,1.418815188937717
12,1.3089678927609198
15,1.1147756788826668
19,1.0358632904182805
25,0.7856884230873858
31,0.7301153177237082
39,0.5818821674210275
50,0.5134927736578438
63,0.449111925615968
79,0.39286477963226263
100,0.3897561873160891
125,0.3417919634019987
158,0.29896120574682217
199,0.2551782134552447
251,0.21077797283604027
316,0.19905964859019587
398,0.1532939959111364
501,0.11545077847264978
630,0.12465842156242748
794,0.12195398972015264
1000,0.1258890731489411
1258,0.12357420866831736
1584,0.0982381221815283
1995,0.07818126282129534
2511,0.09050400873653346
3162,0.07951980239097159
3981,0.08747773529647658
5011,0.05508401207387799
6309,0.04074929901972858
7943,0.05734770649057133
10000,0.0409229531532103
12589,0.03227077560754267
15848,0.03253222035009235
19952,0.029479679733857393
25118,0.02685782700729608
31622,0.015769251250321532
39810,0.014668326305472004
50118,0.012258592812938
63095,0.008886651132653224
79432,0.009507647952846525
100000,0.011007444778323085
125892,0.009975676802786985
158489,0.009125639983966982
199526,0.005259963828278133
251188,0.006551721246867807
316227,0.005467854373664559
398107,0.004431153547657628
501187,0.0031185102061109873
630957,0.001621998534192294
794328,0.0026983708859848465
1000000,0.001683567212963949
