iteration,exploitability_for_42_sql
0,2.0192022904613314
28,2.0341806680390953
56,2.0481674791335607
84,2.061960497064541
112,2.075784827490937
140,2.0913638117661617
196,2.1425301123601086
224,2.1687728952945804
308,2.237305464354364
392,2.289433032607917
476,2.3194189231568476
616,2.3268594427210916
784,2.275234179688491
980,2.1653119983493077
1232,2.0222309601439985
1568,1.8315636531517052
1988,1.5630207015265103
2492,1.232254556900509
3136,0.895798462414122
3976,0.7029983960875738
4984,0.6318081435593726
6300,0.5796879826324477
7924,0.5140164990546525
9996,0.5082381256283779
12572,0.425534433771727
15848,0.35763120224673495
19936,0.30225937316427975
25116,0.28687696679285113
31612,0.26552281990275384
39788,0.24444542903065353
50092,0.265446293308375
63084,0.2693112902000516
79408,0.2258006680296009
99988,0.1615451029052949
125888,0.11904244429808755
158480,0.10674768775810375
199500,0.08612231179191873
251188,0.07320376729656228
316204,0.04421186069446104
398104,0.05092699790787857
501172,0.0490024530156192
630952,0.038243588550871566
794304,0.04836434648196352
999992,0.044760243212974546
