iteration,exploitability_for_1_chance_sampling_CFR
1,2.0625
2,2.0625
3,2.0625
5,2.057291666666667
6,2.0755208333333335
7,1.9023437499999996
10,1.7108651620370372
12,1.5215567129629628
15,1.2843967013888886
19,1.0566311693948411
25,0.9468955353083723
31,0.9548871342284201
39,0.885569379111995
50,0.7926338996884073
63,0.6744452182955144
79,0.5804519578358218
100,0.5097515632315
125,0.42344735709024045
158,0.3237359660461585
199,0.24378657775516527
251,0.23047060511198153
316,0.17628119862701205
398,0.14299265609798908
501,0.1085121273262218
630,0.10632329191900838
794,0.1465703205569027
1000,0.17336577519584098
1258,0.12007316157636842
1584,0.09535899818380603
1995,0.09666435178616248
2511,0.06907817868906696
3162,0.05554569379902073
3981,0.04248851238609684
5011,0.05564354212267719
6309,0.05511735621695225
7943,0.03507293181443339
10000,0.0336050470950865
12589,0.038112962697328626
15848,0.043862595401661285
19952,0.017704475102056617
25118,0.02457121156111923
31622,0.01619720537673603
39810,0.014536623477636228
50118,0.012570129580603683
63095,0.011656783476995385
79432,0.009532999494052868
100000,0.010945398255867926
125892,0.007358762191020163
158489,0.00714646075676223
199526,0.004699346921700494
251188,0.003614798484164898
316227,0.003947881746214896
398107,0.0030349944074404
501187,0.0015640503190132854
630957,0.002142452457848061
794328,0.001389381463385471
1000000,0.0010842340803408068
