iteration,exploitability_for_1_dqn
1,2.363241227973163
2,2.363241227973163
3,2.363241227973163
5,2.363241227973163
6,2.363241227973163
7,2.363241227973163
10,2.363241227973163
12,2.363241227973163
15,2.363241227973163
19,2.363241227973163
25,2.363241227973163
31,2.363241227973163
39,2.3193384889647475
50,2.3193384889647475
63,2.3193384889647475
79,2.2771309281436087
100,2.2771309281436087
125,2.2363377896727643
158,2.19716988211117
199,2.1589204985318826
251,2.1217234032890335
316,2.067325325617327
398,2.0244833489345155
501,1.9711108602852916
630,1.90567283782126
794,1.8435846556130537
1000,1.7520265873392256
1258,1.6581763127642823
1584,1.5542518670219814
1995,1.4377422247470284
2511,1.2938918682106952
3162,1.0991105141162143
3981,0.8593917294855122
5011,0.5974015169555688
6309,0.486732793580575
7943,0.4775161006263293
10000,0.43361301811543385
12589,0.4178322335207517
15848,0.3513928301750762
19952,0.359964942920477
25118,0.4536093013383458
31622,0.6028017862567079
39810,0.6805265474718628
50118,0.8113829794311178
63095,0.6780581617025518
79432,0.48968381022564134
100000,0.3526294398305722
125892,0.2818997953819161
158489,0.22671523662576482
199526,0.18773325912975525
251188,0.1136902961533179
316227,0.08214527046149875
398107,0.08049465537003213
501187,0.08677488883005792
630957,0.050500475971755554
794328,0.05421251691827052
1000000,0.042270629318433915
