iteration,exploitability_for_100_outcome_sampling_MCCFR
1,2.200520833333333
2,2.200520833333333
3,2.125
5,1.672388392857143
6,1.672388392857143
7,1.5507217261904764
10,1.5234102182539688
12,1.607571717923281
15,1.420700467687075
19,1.383438848858257
25,1.2154676989207256
31,1.1935661653759508
39,1.12670786774753
50,1.0891439884336769
63,1.0134578682509483
79,0.9442719120569733
100,0.9314067345833859
125,0.8823475631642194
158,0.816528023024338
199,0.7357067889672615
251,0.6533460795963879
316,0.607447009882816
398,0.5669469206073204
501,0.5491049959501715
630,0.5261491608986588
794,0.4939148856092359
1000,0.4589304147890346
1258,0.42565673562757494
1584,0.3746466739408819
1995,0.2983106319603742
2511,0.3065565064016179
3162,0.22155400681612908
3981,0.18917180128369032
5011,0.1823551863529017
6309,0.1658342262764551
7943,0.11035835783568913
10000,0.12445070093188229
12589,0.13926075059522433
15848,0.09603540259942997
19952,0.0860964193110621
25118,0.08501046964233416
31622,0.07557691539017615
39810,0.06854313054472959
50118,0.05352764541869043
63095,0.04768015780036922
79432,0.043655918750171364
100000,0.03800530925133035
125892,0.0287280240838833
158489,0.028058755720413164
199526,0.02237875294808795
251188,0.019212017918196933
316227,0.01598702504249115
398107,0.012346553836050121
501187,0.01148942340907326
630957,0.008608537218640862
794328,0.008927234190676724
1000000,0.027482604857227547
