iteration,exploitability_for_42_dqn
1,2.0192022904613314
2,2.0192022904613314
3,2.0192022904613314
5,2.0192022904613314
6,2.0192022904613314
7,2.0192022904613314
10,2.0192022904613314
12,2.0192022904613314
15,2.0192022904613314
19,2.0192022904613314
25,2.0192022904613314
31,2.0192022904613314
39,2.033345870388909
50,2.033345870388909
63,2.033345870388909
79,2.0427343763323407
100,2.0427343763323407
125,2.0467569214792
158,2.04658733884556
199,2.0432246875971876
251,2.037623061427538
316,2.020943773771172
398,2.0005086681224906
501,1.9665137914075634
630,1.9192065442295234
794,1.875045024954313
1000,1.808564986687359
1258,1.7283822117605692
1584,1.6163782291444315
1995,1.4739424727944452
2511,1.2721585474510908
3162,0.9634186351675007
3981,0.6467451904237188
5011,0.5002745284719887
6309,0.4601178776606475
7943,0.42264196594374587
10000,0.3929075622230523
12589,0.3804341499372301
15848,0.3312089026414913
19952,0.36864625229222125
25118,0.5228529459531095
31622,0.6012233358575405
39810,0.5472826137902269
50118,0.6121736306455667
63095,0.4691345341477311
79432,0.3484910696723822
100000,0.27160982912258785
125892,0.22246923459304252
158489,0.16198545785505358
199526,0.10434033673689766
251188,0.12215509564320592
316227,0.07370977643217574
398107,0.065288228241912
501187,0.06473349299649422
630957,0.049755885772345694
794328,0.05519317579168464
1000000,0.05142835874372812
