iteration,parallel_batch_episode_time_for_4_42
20,0.02165985107421875
40,0.009050130844116211
60,0.008331060409545898
80,0.006396770477294922
100,0.005703926086425781
120,0.006373167037963867
140,0.0071048736572265625
160,0.00535893440246582
180,0.008521795272827148
200,0.009962797164916992
220,0.010153055191040039
240,0.008610725402832031
260,0.00689697265625
280,0.007260799407958984
300,0.010174036026000977
320,0.008539199829101562
340,0.00943899154663086
360,0.0075418949127197266
380,0.007707118988037109
400,0.006991147994995117
420,0.005530118942260742
440,0.006826162338256836
460,0.009035587310791016
480,0.007603168487548828
500,0.008389949798583984
520,0.009217977523803711
540,0.012397050857543945
560,0.008488893508911133
580,0.006240129470825195
600,0.014423131942749023
620,0.02333807945251465
640,0.00821685791015625
660,0.0073699951171875
680,0.009647130966186523
700,0.016745328903198242
720,0.027415990829467773
740,0.015215158462524414
760,0.014646768569946289
780,0.009689092636108398
800,0.004270076751708984
820,0.005830049514770508
840,0.005335807800292969
860,0.005374908447265625
880,0.004797935485839844
900,0.007090091705322266
920,0.006021976470947266
940,0.01322174072265625
960,0.010405302047729492
980,0.010921239852905273
1000,0.008762121200561523
1020,0.015176057815551758
1040,0.011219978332519531
1060,0.013660192489624023
1080,0.011923074722290039
1100,0.009028196334838867
1120,0.005393266677856445
1140,0.013044357299804688
1160,0.008033990859985352
1180,0.011801004409790039
1200,0.005096912384033203
1220,0.005613088607788086
1240,0.011837959289550781
1260,0.0072269439697265625
1280,0.013002157211303711
1300,0.012061834335327148
1320,0.012752056121826172
1340,0.0061528682708740234
1360,0.008095026016235352
1380,0.015547990798950195
1400,0.008797883987426758
1420,0.009740829467773438
1440,0.00918889045715332
1460,0.014470815658569336
1480,0.00793910026550293
1500,0.006109952926635742
1520,0.006368875503540039
1540,0.0071179866790771484
1560,0.008387088775634766
1580,0.010671854019165039
1600,0.005033969879150391
1620,0.006814002990722656
1640,0.006662845611572266
1660,0.006012916564941406
1680,0.00678706169128418
1700,0.0071070194244384766
1720,0.006999015808105469
1740,0.006601095199584961
1760,0.021622180938720703
1780,0.007912874221801758
1800,0.007587909698486328
1820,0.01108407974243164
1840,0.01229095458984375
1860,0.017853975296020508
1880,0.009096860885620117
1900,0.011749982833862305
1920,0.00758814811706543
1940,0.005742311477661133
1960,0.007367134094238281
1980,0.007748126983642578
2000,0.005432844161987305
2020,0.00568079948425293
2040,0.007174968719482422
2060,0.011829853057861328
2080,0.007924795150756836
2100,0.005499839782714844
2120,0.012111186981201172
2140,0.013133049011230469
2160,0.00877690315246582
2180,0.010138988494873047
2200,0.008669853210449219
2220,0.009868144989013672
2240,0.010014057159423828
2260,0.009313106536865234
2280,0.006620168685913086
2300,0.011465072631835938
2320,0.009239912033081055
2340,0.00792384147644043
2360,0.01224970817565918
2380,0.006371974945068359
2400,0.006742000579833984
2420,0.011497020721435547
2440,0.012267112731933594
2460,0.007834196090698242
2480,0.007368326187133789
2500,0.00713801383972168
2520,0.006365060806274414
2540,0.0066013336181640625
2560,0.013702869415283203
2580,0.016934871673583984
2600,0.029179096221923828
2620,0.006009101867675781
2640,0.011281251907348633
2660,0.006947040557861328
2680,0.009954214096069336
2700,0.012501955032348633
2720,0.00979304313659668
2740,0.009296894073486328
2760,0.02649712562561035
2780,0.014928102493286133
2800,0.014608144760131836
2820,0.014377355575561523
2840,0.0074939727783203125
2860,0.007152080535888672
2880,0.09404420852661133
2900,0.007539033889770508
2920,0.009741783142089844
2940,0.021464824676513672
2960,0.009901046752929688
2980,0.006925106048583984
3000,0.007580995559692383
3020,0.010544061660766602
3040,0.009485721588134766
3060,0.014657974243164062
3080,0.012929916381835938
3100,0.010995149612426758
3120,0.007752895355224609
3140,0.007044076919555664
3160,0.010508060455322266
3180,0.007091045379638672
3200,0.0070879459381103516
3220,0.007526874542236328
3240,0.010167121887207031
3260,0.039852142333984375
3280,0.0419769287109375
3300,0.027784347534179688
3320,0.032805681228637695
3340,0.038826942443847656
3360,0.011228799819946289
3380,0.007841110229492188
3400,0.009582042694091797
3420,0.014484882354736328
3440,0.016137123107910156
3460,0.010505199432373047
3480,0.007862091064453125
3500,0.011567831039428711
3520,0.015053749084472656
3540,0.00879812240600586
3560,0.011775016784667969
3580,0.010565996170043945
3600,0.006710052490234375
3620,0.005185127258300781
3640,0.007779836654663086
3660,0.007119178771972656
3680,0.0073871612548828125
3700,0.005131959915161133
3720,0.012178182601928711
3740,0.006958723068237305
3760,0.005825042724609375
3780,0.009500741958618164
3800,0.006526947021484375
3820,0.008130073547363281
3840,0.013385295867919922
3860,0.010873079299926758
3880,0.011403083801269531
3900,0.0332028865814209
3920,0.01707601547241211
3940,0.02834796905517578
3960,0.010577201843261719
3980,0.011501789093017578
4000,0.009098052978515625
4020,0.006984233856201172
4040,0.007337093353271484
4060,0.005930900573730469
4080,0.015218973159790039
4100,0.0073239803314208984
4120,0.011269092559814453
4140,0.010324954986572266
4160,0.008177757263183594
4180,0.0069141387939453125
4200,0.007197856903076172
4220,0.008692026138305664
4240,0.0039370059967041016
4260,0.010654211044311523
4280,0.0071299076080322266
4300,0.0063512325286865234
4320,0.005769014358520508
4340,0.010617971420288086
4360,0.019665241241455078
4380,0.012721776962280273
4400,0.008341073989868164
4420,0.007483005523681641
4440,0.006317138671875
4460,0.007475852966308594
4480,0.00958108901977539
4500,0.007912158966064453
4520,0.009453058242797852
4540,0.005977153778076172
4560,0.00902414321899414
4580,0.006131887435913086
4600,0.012790203094482422
4620,0.006118297576904297
4640,0.007821798324584961
4660,0.008341789245605469
4680,0.008868217468261719
4700,0.013192892074584961
4720,0.009863138198852539
4740,0.010855913162231445
4760,0.013096094131469727
4780,0.00619196891784668
4800,0.01004171371459961
4820,0.00611424446105957
4840,0.0051059722900390625
4860,0.004194974899291992
