iteration,parallel_batch_episode_time_for_5_1
20,0.007520914077758789
40,0.0029070377349853516
60,0.0044400691986083984
80,0.0026078224182128906
100,0.00234222412109375
120,0.0031821727752685547
140,0.003080129623413086
160,0.006927967071533203
180,0.0026459693908691406
200,0.0027370452880859375
220,0.0023801326751708984
240,0.0022971630096435547
260,0.0026650428771972656
280,0.002516031265258789
300,0.002213001251220703
320,0.002772092819213867
340,0.0025298595428466797
360,0.002212047576904297
380,0.002234935760498047
400,0.002856731414794922
420,0.002501249313354492
440,0.0023119449615478516
460,0.002244710922241211
480,0.002450227737426758
500,0.0026369094848632812
520,0.002765655517578125
540,0.0022521018981933594
560,0.0025451183319091797
580,0.0022509098052978516
600,0.002377033233642578
620,0.002438068389892578
640,0.0027120113372802734
660,0.0025129318237304688
680,0.0023088455200195312
700,0.0025022029876708984
720,0.0023260116577148438
740,0.0024619102478027344
760,0.0022208690643310547
780,0.0023229122161865234
800,0.002683877944946289
820,0.002393960952758789
840,0.0024209022521972656
860,0.002259969711303711
880,0.002489805221557617
900,0.0022928714752197266
920,0.0026140213012695312
940,0.0021631717681884766
960,0.002300262451171875
980,0.0038487911224365234
1000,0.003261089324951172
1020,0.0027968883514404297
1040,0.0024678707122802734
1060,0.0025179386138916016
1080,0.002299785614013672
1100,0.002557992935180664
1120,0.0022656917572021484
1140,0.0024290084838867188
1160,0.002541065216064453
1180,0.0023500919342041016
1200,0.0040700435638427734
1220,0.002933025360107422
1240,0.002343893051147461
1260,0.002850055694580078
1280,0.002635955810546875
1300,0.002315998077392578
1320,0.002244234085083008
1340,0.002315998077392578
1360,0.0024242401123046875
1380,0.0023179054260253906
1400,0.002321958541870117
1420,0.0024118423461914062
1440,0.0037631988525390625
1460,0.002933025360107422
1480,0.002372264862060547
1500,0.002500772476196289
1520,0.002354145050048828
1540,0.0024209022521972656
1560,0.0023391246795654297
1580,0.0021932125091552734
1600,0.0035479068756103516
1620,0.0024242401123046875
1640,0.002357006072998047
1660,0.0024449825286865234
1680,0.0024008750915527344
1700,0.002538919448852539
1720,0.002526998519897461
1740,0.002518177032470703
1760,0.002732992172241211
1780,0.004456996917724609
1800,0.0025260448455810547
1820,0.002405881881713867
1840,0.002582073211669922
1860,0.002285003662109375
1880,0.002454996109008789
1900,0.002492189407348633
1920,0.0024690628051757812
1940,0.0025069713592529297
1960,0.002401113510131836
1980,0.002359151840209961
2000,0.0028829574584960938
2020,0.0023419857025146484
2040,0.0024819374084472656
2060,0.0025360584259033203
2080,0.002480030059814453
2100,0.0024459362030029297
2120,0.0025789737701416016
2140,0.002547025680541992
2160,0.0022330284118652344
2180,0.0037300586700439453
2200,0.0024650096893310547
2220,0.002496004104614258
2240,0.002373218536376953
2260,0.00251007080078125
2280,0.002540111541748047
2300,0.0022690296173095703
2320,0.002936124801635742
2340,0.002360105514526367
2360,0.002706766128540039
2380,0.002368927001953125
2400,0.0023679733276367188
2420,0.0023522377014160156
2440,0.0024220943450927734
2460,0.002585172653198242
2480,0.0026519298553466797
2500,0.0023407936096191406
2520,0.003034830093383789
2540,0.0024819374084472656
2560,0.0023450851440429688
2580,0.0023908615112304688
2600,0.0026280879974365234
2620,0.0025222301483154297
2640,0.0023522377014160156
2660,0.002663850784301758
2680,0.0024127960205078125
2700,0.0024580955505371094
2720,0.0026979446411132812
2740,0.0026099681854248047
2760,0.0026259422302246094
2780,0.002553224563598633
2800,0.0025610923767089844
2820,0.002542257308959961
2840,0.003715991973876953
2860,0.0026161670684814453
2880,0.002666950225830078
2900,0.002972126007080078
2920,0.002389192581176758
2940,0.0025510787963867188
2960,0.0022110939025878906
2980,0.002471923828125
3000,0.0023779869079589844
3020,0.002535104751586914
3040,0.002522706985473633
3060,0.002655029296875
3080,0.0027379989624023438
3100,0.002496004104614258
3120,0.0025038719177246094
3140,0.002468109130859375
3160,0.0024046897888183594
3180,0.0026671886444091797
3200,0.002604961395263672
3220,0.0027251243591308594
3240,0.002624988555908203
3260,0.0022020339965820312
3280,0.002307891845703125
3300,0.002553224563598633
3320,0.002808094024658203
3340,0.002638101577758789
3360,0.0023260116577148438
3380,0.0025250911712646484
3400,0.00273895263671875
3420,0.002501964569091797
3440,0.002424001693725586
3460,0.002490997314453125
3480,0.002437114715576172
3500,0.0024750232696533203
3520,0.0027010440826416016
3540,0.0028069019317626953
3560,0.002498149871826172
3580,0.0025310516357421875
