iteration,exploitability_for_100_outcome_sampling_MCCFR
1,3.417447916666667
2,3.300976562500001
3,3.240885416666668
5,3.616002221200982
6,2.977460554534314
7,2.9928294270833335
10,2.8462904602165735
12,2.520753734830973
15,2.233378556483653
19,2.2686899700776326
25,2.233945029390248
31,2.250056277766394
39,2.1576443204279894
50,2.095981984356359
63,1.9532064277433827
79,1.9338257962492023
100,1.8934939211228254
125,1.7758810367111821
158,1.643694526852744
199,1.5607030510047708
251,1.4245457097916872
316,1.344074771731495
398,1.23667866846455
501,1.157520503475919
630,1.074952677504105
794,1.0106632529146997
1000,0.9033185151255477
1258,0.8272700422411643
1584,0.7497646726269362
1995,0.6491778895428977
2511,0.5686936464578622
3162,0.4931001580833628
3981,0.4440787350387296
5011,0.3835030129318537
6309,0.3188721791466601
7943,0.2699715670620445
10000,0.24036438170324426
12589,0.2118243452402726
15848,0.1780980367841683
19952,0.15740221206831576
25118,0.16250416986114258
31622,0.1577512557674307
39810,0.13336529547371112
50118,0.1367251857878023
63095,0.13512347198497943
79432,0.12988932314118673
100000,0.13203671894174485
125892,0.1273314579501964
158489,0.12012958107537659
199526,0.13429541348669993
251188,0.131237172278036
316227,0.11260019294988417
398107,0.1272674042000316
501187,0.11238152532961043
630957,0.11230303416203805
794328,0.07946731986725906
1000000,0.05980607003409405
