iteration,exploitability_for_10_FSP
6,3.31063850308642
12,3.2531539351851855
18,3.2168258101851865
24,3.1802565586419753
30,3.0759548611111116
36,3.1270744920267495
48,3.3009002057613177
60,3.3554012345679016
78,3.2190428883744855
96,3.1304061536478023
120,3.034511650315991
156,2.8815443932514255
198,2.6319454362223538
246,2.4196974098652673
312,2.1283683233309625
396,1.887559190241614
498,1.739977926515754
630,1.5659060998964975
792,1.4403184526594397
996,1.3481332090143905
1254,1.2594750329683408
1584,1.1314599066241338
1992,1.0882986394273793
2508,1.0306114486439624
3162,0.9341848590617409
3978,0.8259849890391459
5010,0.7521839781255367
6306,0.717642540434448
7938,0.6577834440709834
9996,0.6104146781272753
12588,0.5572425111137072
15846,0.4465051584283145
19950,0.35817759292225243
25116,0.30886832346169657
31620,0.2946316091955468
39810,0.3003694733122487
50118,0.31325165508214864
63090,0.26872420703311184
79428,0.23976865934288574
99996,0.2135353726141044
125892,0.18941914408882957
158484,0.17888600412006483
199524,0.17763890491772805
251184,0.17727511600306606
316224,0.1674531650053958
398106,0.18275121637184372
501186,0.18283905547115087
630954,0.18211543473570338
794328,0.17806400800462988
999996,0.1720967261216375
