iteration,exploitability_for_42_sql
0,3.2028259273876496
20,3.2196639977117654
40,3.2397700213839067
60,3.263810009459978
100,3.3140812601916463
120,3.3392509423399495
140,3.3631202694273274
180,3.3960585254070628
240,3.4146138318132784
300,3.4047192378315043
380,3.363383297828805
500,3.2904671309939237
620,3.1906459851995788
780,2.9144254495127595
1000,2.4385725215068
1240,1.9411449608125302
1580,1.470016342828365
1980,1.1594367244774078
2500,0.9479370451312281
3160,0.8600380304107197
3980,0.8039212837520529
5000,0.7453362725721241
6300,0.6309421237474905
7940,0.5663648713054891
10000,0.5424233713671684
12580,0.596562172755955
15840,0.8132521886039847
19940,1.1623984778250076
25100,0.9994576667463755
31620,0.8645908920992378
39800,0.7136672491757068
50100,0.5384573536721696
63080,0.3612501585932875
79420,0.34403591971256936
100000,0.2697477650561647
125880,0.21922147587299218
158480,0.16631039850420287
199520,0.12034966920107767
251180,0.13215495847311676
316220,0.10705861748984281
398100,0.0928830250888788
501180,0.08515497870502368
630940,0.08564407069049364
794320,0.06404716947172877
1000000,0.06709222174084516
