iteration,exploitability_for_1_FSP
6,3.559886188271605
12,3.4973090277777787
18,3.4176697530864195
24,3.2891222993827167
30,3.2073943865740757
36,3.2353028549382734
48,3.4766599151234567
60,3.617582175925927
78,3.38986199202675
96,3.288633573606912
120,3.295992384994121
156,2.928829750881835
198,2.6795493134694537
246,2.4821516894697604
312,2.308488155469353
396,2.1859778725016668
498,1.9925370370114273
630,1.7530586862962534
792,1.6547022293255123
996,1.5064337005919195
1254,1.3251797549193727
1584,1.2194323421476803
1992,1.095625724294286
2508,0.9784282542622443
3162,0.9121896451808785
3978,0.8574008862163448
5010,0.7772433358453847
6306,0.746944792616264
7938,0.7150089826921671
9996,0.5919937518866748
12588,0.5297846327978863
15846,0.49933885532739974
19950,0.4695024494469908
25116,0.3767807030526724
31620,0.3804433578750046
39810,0.3850312960795227
50118,0.3578299860134031
63090,0.36171514544935596
79428,0.3536175069141947
99996,0.3762230078282104
125892,0.3419134838412278
158484,0.2992200638897802
199524,0.25153846673532376
251184,0.23035664969885275
316224,0.22800934035410528
398106,0.21209465790208748
501186,0.19685156909907486
630954,0.18542612049201282
794328,0.17922680212529765
999996,0.16977463369055273
